CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13280,122,3,814.86,3,Loyal Customers
13282,18,3,1132.14,3,Loyal Customers
13283,59,2,93.66,0,Lost Customers
13284,330,1,201.19,0,Lost Customers
13285,23,4,2709.12,3,Loyal Customers
13291,155,1,361.11,0,Lost Customers
13292,38,2,578.94,1,New Customers
13294,189,2,873.74,0,Lost Customers
13295,359,1,201.2,0,Lost Customers
13296,137,1,87.4,0,Lost Customers
13297,7,4,2089.85,2,Champions
13298,1,1,360.0,1,New Customers
13299,268,1,142.5,0,Lost Customers
13300,169,1,371.89,0,Lost Customers
13301,103,4,618.09,3,Loyal Customers
13302,155,1,63.75,0,Lost Customers
13304,351,1,300.42,0,Lost Customers
13305,4,10,2000.86,2,Champions
13307,120,1,15.0,0,Lost Customers
13308,22,3,1385.51,3,Loyal Customers
13309,7,5,1456.79,2,Champions
13310,28,3,1132.03,3,Loyal Customers
13311,4,2,598.57,1,New Customers
13313,22,5,1555.32,3,Loyal Customers
13314,1,3,775.94,1,New Customers
13316,37,4,5977.73,3,Loyal Customers
13317,66,6,2273.68,3,Loyal Customers
13318,1,3,640.76,1,New Customers
13319,5,26,10845.55,2,Champions
13320,78,4,1548.7,3,Loyal Customers
13321,72,2,567.36,0,Lost Customers
13322,17,1,199.48,1,New Customers
13323,3,5,787.85,1,New Customers
13324,36,10,7121.95,2,Champions
13325,81,1,675.3,0,Lost Customers
13327,38,8,3627.77,3,Loyal Customers
13328,316,1,1308.48,0,Lost Customers
13329,31,2,789.0,1,New Customers
13330,92,3,1140.93,3,Loyal Customers
13332,14,1,350.9,1,New Customers
13334,82,3,3536.82,3,Loyal Customers
13336,77,1,795.12,0,Lost Customers
13338,157,1,487.02,0,Lost Customers
13339,200,1,860.12,0,Lost Customers
13340,45,7,10736.48,2,Champions
13341,260,1,775.85,0,Lost Customers
13343,177,1,353.43,0,Lost Customers
13344,67,3,2543.72,3,Loyal Customers
13345,287,1,389.5,0,Lost Customers
13347,70,1,341.36,0,Lost Customers
13348,64,1,233.76,0,Lost Customers
13349,10,1,247.32,1,New Customers
13350,16,2,979.12,1,New Customers
13351,66,1,373.94,0,Lost Customers
13352,60,1,397.98,0,Lost Customers
13354,71,1,743.53,0,Lost Customers
13355,122,1,674.7,0,Lost Customers
13356,80,1,768.24,0,Lost Customers
13357,257,1,609.95,0,Lost Customers
13358,268,1,439.03,0,Lost Customers
13359,63,1,439.56,0,Lost Customers
13362,9,4,3090.74,2,Champions
13363,17,2,992.5,1,New Customers
13364,71,1,134.96,0,Lost Customers
13365,33,2,2225.37,3,Loyal Customers
13366,50,1,56.16,0,Lost Customers
13368,256,2,623.4,0,Lost Customers
13369,365,1,308.28,0,Lost Customers
13370,371,1,754.87,0,Lost Customers
13372,89,1,378.64,0,Lost Customers
13373,60,3,3312.25,3,Loyal Customers
13375,88,1,778.65,0,Lost Customers
13376,99,3,1019.76,3,Loyal Customers
13379,26,3,572.56,1,New Customers
13381,31,6,3639.31,3,Loyal Customers
13382,280,1,222.99,0,Lost Customers
13384,30,7,4151.93,2,Champions
13385,329,1,534.57,0,Lost Customers
13388,131,2,677.1,0,Lost Customers
13389,11,3,797.96,1,New Customers
13390,74,1,544.08,0,Lost Customers
13391,203,1,59.8,0,Lost Customers
13394,1,8,2520.02,2,Champions
13395,185,1,307.72,0,Lost Customers
13396,29,2,1360.99,3,Loyal Customers
13397,72,5,1544.13,3,Loyal Customers
13398,192,1,457.34,0,Lost Customers
13402,127,2,621.23,0,Lost Customers
13403,17,1,75.0,1,New Customers
13404,1,2,252.49,1,New Customers
13405,74,3,572.45,3,Loyal Customers
13408,1,62,28117.04,2,Champions
13410,24,5,1003.06,3,Loyal Customers
13411,107,1,213.55,0,Lost Customers
13414,133,3,1390.5,3,Loyal Customers
13416,43,2,712.5,3,Loyal Customers
13417,4,2,640.83,1,New Customers
13418,11,18,6127.43,2,Champions
13419,63,1,221.06,0,Lost Customers
13420,149,2,159.85,0,Lost Customers
13421,40,2,1851.08,3,Loyal Customers
13422,64,1,2626.3,3,Loyal Customers
13425,108,3,1624.21,3,Loyal Customers
13426,0,10,3641.32,2,Champions
13427,19,3,582.6,1,New Customers
13428,10,1,218.47,1,New Customers
13429,10,4,1006.8,1,New Customers
13430,18,2,679.45,1,New Customers
13431,67,2,1269.1,3,Loyal Customers
13434,74,2,534.24,0,Lost Customers
13435,5,7,3809.89,2,Champions
13436,1,1,196.89,1,New Customers
13437,14,7,3408.06,2,Champions
13439,255,1,283.71,0,Lost Customers
13441,91,1,296.64,0,Lost Customers
13447,23,3,1129.14,3,Loyal Customers
13448,16,6,3539.37,2,Champions
13449,23,1,291.88,1,New Customers
13450,26,6,2043.72,3,Loyal Customers
13451,26,5,2976.15,3,Loyal Customers
13452,259,2,590.0,0,Lost Customers
13453,165,2,356.98,0,Lost Customers
13455,24,2,1058.34,1,New Customers
13456,17,6,1766.72,3,Loyal Customers
13458,7,14,9646.57,2,Champions
13460,29,2,183.44,1,New Customers
13461,38,3,1445.0,3,Loyal Customers
13462,252,1,151.5,0,Lost Customers
13464,58,1,674.68,0,Lost Customers
13466,184,1,307.9,0,Lost Customers
13467,10,2,1083.71,1,New Customers
13468,1,37,5704.97,2,Champions
13470,99,2,165.0,0,Lost Customers
13471,1,4,2531.58,2,Champions
13473,60,2,422.64,0,Lost Customers
13474,236,1,229.59,0,Lost Customers
13475,191,4,1431.78,3,Loyal Customers
13476,178,2,1238.47,3,Loyal Customers
13477,37,6,1454.58,3,Loyal Customers
13479,200,2,300.95,0,Lost Customers
13481,45,5,1804.56,3,Loyal Customers
13482,232,1,184.64,0,Lost Customers
13483,65,1,140.34,0,Lost Customers
13484,241,1,313.8,0,Lost Customers
13485,233,1,454.24,0,Lost Customers
13486,78,3,1122.41,3,Loyal Customers
13487,57,3,575.4,3,Loyal Customers
13488,17,13,8968.31,2,Champions
13489,105,4,449.52,3,Loyal Customers
13491,51,10,1215.82,3,Loyal Customers
13492,136,3,1269.84,3,Loyal Customers
13493,275,2,618.63,0,Lost Customers
13494,311,1,316.26,0,Lost Customers
13495,7,5,2044.87,2,Champions
13496,10,2,653.33,1,New Customers
13497,282,2,348.05,0,Lost Customers
13499,17,5,1159.11,3,Loyal Customers
13500,23,3,1166.77,3,Loyal Customers
13501,288,1,1340.32,0,Lost Customers
13502,16,3,292.0,1,New Customers
13503,71,1,216.85,0,Lost Customers
13504,64,1,295.93,0,Lost Customers
13505,72,4,4393.63,3,Loyal Customers
13506,316,2,458.52,0,Lost Customers
13507,3,4,2479.16,2,Champions
13508,243,1,110.97,0,Lost Customers
13509,8,7,979.72,2,Champions
13510,1,4,1791.56,2,Champions
13512,260,1,251.21,0,Lost Customers
13513,126,1,205.1,0,Lost Customers
13514,73,1,152.2,0,Lost Customers
13515,72,4,891.12,3,Loyal Customers
13516,21,3,1389.41,3,Loyal Customers
13517,59,3,2128.42,3,Loyal Customers
13518,85,1,659.44,0,Lost Customers
13519,78,1,122.75,0,Lost Customers
13520,58,6,3624.35,3,Loyal Customers
13521,1,3,1093.65,1,New Customers
13522,30,1,125.8,1,New Customers
13523,33,5,3964.88,3,Loyal Customers
13524,40,5,680.18,3,Loyal Customers
13525,14,2,628.78,1,New Customers
13527,33,7,2287.51,3,Loyal Customers
13529,78,2,307.76,0,Lost Customers
13531,205,2,483.8,0,Lost Customers
13532,33,1,210.31,1,New Customers
13533,182,3,270.79,0,Lost Customers
13534,2,25,5870.08,2,Champions
13536,1,7,3448.29,2,Champions
13538,43,7,1280.85,3,Loyal Customers
13539,85,3,631.34,3,Loyal Customers
13544,39,2,291.41,1,New Customers
13546,12,3,626.99,1,New Customers
13548,96,2,682.41,0,Lost Customers
13549,25,7,918.2,3,Loyal Customers
13551,319,1,91.8,0,Lost Customers
13552,66,12,3740.07,2,Champions
13555,73,4,4149.28,3,Loyal Customers
13557,28,2,584.06,1,New Customers
13558,5,4,605.06,1,New Customers
13560,7,1,174.37,1,New Customers
13561,215,1,141.86,0,Lost Customers
13562,81,3,1799.33,3,Loyal Customers
13563,84,2,777.53,3,Loyal Customers
13564,144,3,1749.02,3,Loyal Customers
13565,19,2,240.22,1,New Customers
13566,40,2,874.71,3,Loyal Customers
13568,173,1,192.85,0,Lost Customers
13569,17,2,373.75,1,New Customers
13570,243,1,239.49,0,Lost Customers
13571,12,12,2092.32,2,Champions
13572,205,1,1384.25,0,Lost Customers
13573,50,2,294.4,0,Lost Customers
13575,23,5,732.07,3,Loyal Customers
13576,10,18,6717.34,2,Champions
13577,25,4,1687.6,3,Loyal Customers
13579,14,2,467.04,1,New Customers
13581,309,1,118.0,0,Lost Customers
13583,155,1,781.03,0,Lost Customers
13584,306,1,142.4,0,Lost Customers
13587,63,1,712.4,0,Lost Customers
13588,15,9,2478.95,2,Champions
13589,14,2,379.65,1,New Customers
13590,11,6,1981.92,2,Champions
13591,64,3,1117.13,3,Loyal Customers
13592,35,4,247.96,1,New Customers
13593,108,5,2037.08,3,Loyal Customers
13594,52,1,396.97,0,Lost Customers
13596,5,2,697.04,1,New Customers
13598,47,1,180.17,0,Lost Customers
13599,1,21,5153.67,2,Champions
13600,312,1,219.52,0,Lost Customers
13601,45,2,693.32,3,Loyal Customers
13602,64,1,428.89,0,Lost Customers
13603,26,1,164.34,1,New Customers
13606,29,3,280.54,1,New Customers
13607,40,1,678.01,1,New Customers
13610,12,7,1131.88,2,Champions
13611,89,3,1171.8,3,Loyal Customers
13614,24,4,1610.46,3,Loyal Customers
13615,318,1,417.69,0,Lost Customers
13617,40,3,544.18,3,Loyal Customers
13618,173,1,177.34,0,Lost Customers
13621,116,1,213.85,0,Lost Customers
13623,30,5,747.78,3,Loyal Customers
13626,252,1,257.23,0,Lost Customers
13627,59,5,1638.47,3,Loyal Customers
13629,23,11,7792.36,2,Champions
13630,5,7,2031.78,2,Champions
13631,99,11,3070.42,3,Loyal Customers
13632,24,5,2121.27,3,Loyal Customers
13634,33,5,1575.16,3,Loyal Customers
13635,67,1,1071.03,0,Lost Customers
13636,36,5,949.12,3,Loyal Customers
13637,52,3,810.5,3,Loyal Customers
13638,15,1,122.64,1,New Customers
13639,74,1,1033.34,0,Lost Customers
13642,215,1,354.8,0,Lost Customers
13643,31,3,519.44,1,New Customers
13644,16,4,2624.26,3,Loyal Customers
13645,120,1,252.1,0,Lost Customers
13647,9,4,1678.12,3,Loyal Customers
13649,256,2,346.6,0,Lost Customers
13650,16,6,1836.34,3,Loyal Customers
13651,35,2,94.2,0,Lost Customers
13652,45,3,1095.08,3,Loyal Customers
13654,43,6,2707.33,3,Loyal Customers
13655,114,2,932.97,3,Loyal Customers
13656,164,2,379.65,0,Lost Customers
13657,10,2,382.14,1,New Customers
13658,9,5,2639.17,2,Champions
13659,205,2,1573.2,3,Loyal Customers
13662,85,3,897.76,3,Loyal Customers
13663,179,1,189.47,0,Lost Customers
13666,60,3,84.65,0,Lost Customers
13667,149,1,305.02,0,Lost Customers
13668,2,21,6363.59,2,Champions
13669,50,2,218.55,0,Lost Customers
13670,75,1,349.7,0,Lost Customers
13672,301,2,186.39,0,Lost Customers
13673,18,2,396.92,1,New Customers
13675,151,2,486.82,0,Lost Customers
13678,151,1,232.6,0,Lost Customers
13680,1,4,3722.42,2,Champions
13681,17,4,827.83,3,Loyal Customers
13682,187,1,59.5,0,Lost Customers
13684,285,1,67.23,0,Lost Customers
13685,2,7,3119.44,2,Champions
13686,182,1,72.0,0,Lost Customers
13689,63,1,910.0,0,Lost Customers
13690,59,1,172.25,0,Lost Customers
13692,24,3,1488.32,3,Loyal Customers
13694,3,50,65039.62,2,Champions
13695,31,15,2504.13,2,Champions
13697,38,1,151.3,0,Lost Customers
13699,155,1,308.58,0,Lost Customers
13700,26,10,2265.12,2,Champions
13703,318,1,99.5,0,Lost Customers
13704,5,9,2308.06,2,Champions
13705,7,3,711.86,1,New Customers
13706,302,1,330.79,0,Lost Customers
13707,267,2,806.41,0,Lost Customers
13708,271,1,296.88,0,Lost Customers
13709,3,13,6328.05,2,Champions
13710,31,1,180.48,1,New Customers
13711,218,2,252.06,0,Lost Customers
13712,246,1,228.84,0,Lost Customers
13715,281,5,1079.34,3,Loyal Customers
13716,269,1,138.28,0,Lost Customers
13717,32,6,1445.01,3,Loyal Customers
13718,246,2,306.55,0,Lost Customers
13719,15,5,1041.68,3,Loyal Customers
13720,116,4,799.9,3,Loyal Customers
13721,36,1,524.14,1,New Customers
13722,131,3,2375.41,3,Loyal Customers
13723,217,1,199.85,0,Lost Customers
13725,49,8,1980.56,3,Loyal Customers
13726,38,2,1079.66,3,Loyal Customers
13727,28,2,333.48,1,New Customers
13728,36,6,1016.14,3,Loyal Customers
13730,135,2,752.6,0,Lost Customers
13731,219,2,610.59,0,Lost Customers
13732,28,1,491.86,1,New Customers
13735,24,4,2885.24,3,Loyal Customers
13736,5,2,731.9,1,New Customers
13737,200,1,339.6,0,Lost Customers
13739,18,1,216.9,1,New Customers
13740,240,1,350.75,0,Lost Customers
13741,71,3,668.43,3,Loyal Customers
13742,16,12,3131.02,2,Champions
13743,2,7,1341.6,2,Champions
13744,95,2,1156.36,3,Loyal Customers
13745,162,1,300.04,0,Lost Customers
13747,373,1,79.6,0,Lost Customers
13748,95,5,948.25,3,Loyal Customers
13750,53,5,1647.26,3,Loyal Customers
13751,288,1,296.25,0,Lost Customers
13752,124,6,1186.28,3,Loyal Customers
13753,287,1,741.26,0,Lost Customers
13754,151,2,282.6,0,Lost Customers
13755,3,9,2161.35,2,Champions
13756,2,14,5189.52,2,Champions
13758,11,7,3190.55,2,Champions
13759,33,2,659.41,1,New Customers
13760,54,2,286.79,0,Lost Customers
13761,50,2,1070.65,3,Loyal Customers
13762,218,1,306.72,0,Lost Customers
13763,63,1,1714.96,3,Loyal Customers
13764,70,3,1521.76,3,Loyal Customers
13767,2,37,17220.36,2,Champions
13769,2,10,2796.51,2,Champions
13771,64,4,2634.45,3,Loyal Customers
13772,33,3,1132.13,3,Loyal Customers
13774,81,1,345.0,0,Lost Customers
13777,0,33,25977.16,2,Champions
13778,103,1,178.7,0,Lost Customers
13780,7,2,360.01,1,New Customers
13781,250,1,127.84,0,Lost Customers
13782,12,6,912.0,3,Loyal Customers
13784,9,11,2462.79,2,Champions
13786,367,1,230.4,0,Lost Customers
13787,75,2,309.04,0,Lost Customers
13790,4,1,348.8,1,New Customers
13791,127,2,1516.0,3,Loyal Customers
13792,66,2,195.55,0,Lost Customers
13798,1,57,37153.85,2,Champions
13799,116,2,688.86,0,Lost Customers
13800,309,1,558.32,0,Lost Customers
13801,66,1,324.8,0,Lost Customers
13802,138,3,4599.42,3,Loyal Customers
13803,255,1,277.07,0,Lost Customers
13804,30,7,2635.79,3,Loyal Customers
13805,52,2,924.6,3,Loyal Customers
13806,63,1,256.38,0,Lost Customers
13807,367,1,112.6,0,Lost Customers
13808,5,5,1747.66,2,Champions
13809,305,1,155.05,0,Lost Customers
13810,28,3,1499.01,3,Loyal Customers
13811,183,3,814.5,3,Loyal Customers
13812,42,3,539.0,3,Loyal Customers
13813,39,4,1366.86,3,Loyal Customers
13814,92,2,1579.12,3,Loyal Customers
13815,22,4,4027.36,3,Loyal Customers
13816,23,2,571.67,1,New Customers
13817,29,2,382.98,1,New Customers
13819,301,3,1140.35,3,Loyal Customers
13821,144,2,385.64,0,Lost Customers
13822,5,2,632.0,1,New Customers
13823,18,2,957.66,1,New Customers
13824,32,5,1698.94,3,Loyal Customers
13826,176,1,189.5,0,Lost Customers
13827,57,3,412.05,3,Loyal Customers
13828,22,1,209.49,1,New Customers
13831,16,6,2202.99,3,Loyal Customers
13832,19,1,52.2,1,New Customers
13833,159,1,384.8,0,Lost Customers
13835,25,4,834.57,3,Loyal Customers
13837,211,2,271.24,0,Lost Customers
13838,5,4,691.73,1,New Customers
13841,252,1,85.0,0,Lost Customers
13842,58,9,3385.62,3,Loyal Customers
13844,11,1,361.62,1,New Customers
13845,64,1,312.98,0,Lost Customers
13846,24,3,865.06,3,Loyal Customers
13848,92,3,1255.0,3,Loyal Customers
13849,51,2,1537.95,3,Loyal Customers
13850,129,1,1595.48,3,Loyal Customers
13851,95,3,2651.46,3,Loyal Customers
13853,57,1,1090.14,3,Loyal Customers
13854,8,25,8109.52,2,Champions
13856,168,3,388.5,0,Lost Customers
13858,57,1,216.17,0,Lost Customers
13859,326,1,201.16,0,Lost Customers
13860,1,5,1245.9,2,Champions
13862,18,8,2209.36,2,Champions
13863,247,1,305.78,0,Lost Customers
13865,58,4,501.56,3,Loyal Customers
13866,74,1,145.67,0,Lost Customers
13867,31,3,1015.29,3,Loyal Customers
13868,7,2,3192.54,1,New Customers
13869,123,4,3104.95,3,Loyal Customers
13870,2,8,2770.94,2,Champions
13871,22,13,6403.25,2,Champions
13873,119,3,389.6,0,Lost Customers
13874,358,1,540.45,0,Lost Customers
13875,53,5,1786.79,3,Loyal Customers
13876,63,1,122.7,0,Lost Customers
13877,86,1,117.24,0,Lost Customers
13878,54,1,1281.53,3,Loyal Customers
13880,21,13,3219.77,2,Champions
13881,3,20,17159.52,2,Champions
13882,2,5,1191.13,2,Champions
13883,10,5,2674.48,2,Champions
13884,7,5,787.6,1,New Customers
13885,189,2,506.8,0,Lost Customers
13886,71,1,243.56,0,Lost Customers
13887,204,1,349.55,0,Lost Customers
13888,119,2,605.63,0,Lost Customers
13889,92,1,416.9,0,Lost Customers
13890,1,10,1883.81,2,Champions
13892,26,4,632.97,3,Loyal Customers
13893,297,1,821.1,0,Lost Customers
13894,23,3,564.62,1,New Customers
13895,28,4,2593.07,3,Loyal Customers
13897,50,1,311.16,0,Lost Customers
13898,325,1,155.93,0,Lost Customers
13899,16,2,388.52,1,New Customers
13900,183,3,740.95,3,Loyal Customers
13901,72,5,2867.2,3,Loyal Customers
13904,37,2,332.64,1,New Customers
13908,79,4,2369.55,3,Loyal Customers
13911,57,9,2580.91,3,Loyal Customers
13914,11,2,626.45,1,New Customers
13917,49,2,272.04,0,Lost Customers
13918,49,2,1212.84,3,Loyal Customers
13919,59,2,384.81,0,Lost Customers
13922,351,1,172.25,0,Lost Customers
13923,53,1,351.13,0,Lost Customers
13924,1,6,1838.85,2,Champions
13925,92,4,678.25,3,Loyal Customers
13926,23,1,223.85,1,New Customers
13927,74,1,348.99,0,Lost Customers
13928,10,4,464.57,1,New Customers
13929,169,2,842.65,0,Lost Customers
13930,57,2,337.34,0,Lost Customers
13931,95,2,1237.53,3,Loyal Customers
13932,294,1,307.4,0,Lost Customers
13933,109,2,608.79,0,Lost Customers
13934,263,1,922.1,0,Lost Customers
13936,179,1,376.58,0,Lost Customers
13937,169,1,158.85,0,Lost Customers
13938,35,1,71.66,0,Lost Customers
13939,23,3,568.55,1,New Customers
13940,17,4,839.14,3,Loyal Customers
13941,21,5,5112.96,3,Loyal Customers
13946,79,3,561.57,3,Loyal Customers
13947,65,1,90.6,0,Lost Customers
13948,360,1,102.0,0,Lost Customers
13949,2,6,2427.32,2,Champions
13950,11,4,745.06,1,New Customers
13951,176,3,674.45,3,Loyal Customers
13952,217,2,3251.07,3,Loyal Customers
13953,7,7,3515.68,2,Champions
13954,1,2,439.92,1,New Customers
13955,154,2,322.96,0,Lost Customers
13956,5,5,1026.42,1,New Customers
13959,79,3,598.2,3,Loyal Customers
13960,21,2,230.22,1,New Customers
13962,21,2,169.55,1,New Customers
13963,308,4,664.54,3,Loyal Customers
13967,145,1,80.7,0,Lost Customers
13969,7,18,9053.94,2,Champions
13971,18,8,2758.26,2,Champions
13972,70,2,190.25,0,Lost Customers
13973,287,1,264.7,0,Lost Customers
13974,49,1,413.59,0,Lost Customers
13975,31,6,2526.28,3,Loyal Customers
13976,206,1,357.98,0,Lost Customers
13978,14,2,196.79,1,New Customers
13979,73,1,869.87,0,Lost Customers
13980,60,1,200.14,0,Lost Customers
13982,39,4,1871.81,3,Loyal Customers
13983,29,12,2603.43,2,Champions
13984,26,5,920.51,3,Loyal Customers
13985,4,15,7060.13,2,Champions
13986,17,1,320.46,1,New Customers
13988,19,6,4147.96,2,Champions
13989,65,2,1266.08,3,Loyal Customers
13990,213,1,311.3,0,Lost Customers
13991,12,6,855.97,3,Loyal Customers
13992,30,1,76.8,0,Lost Customers
13993,42,9,3466.36,2,Champions
13994,3,6,2313.14,2,Champions
13995,15,5,1393.69,3,Loyal Customers
13999,10,12,3901.81,2,Champions
14000,211,1,635.66,0,Lost Customers
14001,45,3,2043.08,3,Loyal Customers
14002,134,2,529.73,0,Lost Customers
14004,43,7,4582.64,3,Loyal Customers
14005,9,5,2874.72,2,Champions
14006,115,3,962.19,3,Loyal Customers
14009,198,2,695.61,0,Lost Customers
14012,277,1,328.8,0,Lost Customers
14013,110,3,473.02,0,Lost Customers
14014,77,1,505.18,0,Lost Customers
14015,52,1,917.34,0,Lost Customers
14016,161,4,4341.21,3,Loyal Customers
14019,46,3,1421.61,3,Loyal Customers
14020,16,2,642.8,1,New Customers
14021,155,3,631.9,3,Loyal Customers
14022,225,1,440.0,0,Lost Customers
14023,7,2,584.07,1,New Customers
14024,121,2,327.7,0,Lost Customers
14027,60,1,104.82,0,Lost Customers
14029,63,2,467.66,0,Lost Customers
14030,18,8,2360.09,2,Champions
14031,7,19,17286.86,2,Champions
14032,2,11,2975.59,2,Champions
14034,22,3,651.82,1,New Customers
14035,28,5,1428.02,3,Loyal Customers
14036,284,1,626.65,0,Lost Customers
14037,176,2,147.2,0,Lost Customers
14038,78,3,1560.38,3,Loyal Customers
14039,33,1,152.2,0,Lost Customers
14040,40,12,3614.92,2,Champions
14041,266,1,141.41,0,Lost Customers
14044,26,4,652.82,3,Loyal Customers
14045,109,4,1659.75,3,Loyal Customers
14046,284,1,154.99,0,Lost Customers
14047,8,5,1308.61,3,Loyal Customers
14048,305,1,409.93,0,Lost Customers
14049,16,4,5681.72,3,Loyal Customers
14050,31,2,746.36,1,New Customers
14051,0,23,15610.39,2,Champions
14052,19,1,225.36,1,New Customers
14053,124,2,260.25,0,Lost Customers
14054,65,1,92.46,0,Lost Customers
14055,106,1,725.64,0,Lost Customers
14056,1,23,8214.65,2,Champions
14057,23,17,6217.96,2,Champions
14059,266,1,183.6,0,Lost Customers
14060,4,19,6140.42,2,Champions
14062,9,12,10464.85,2,Champions
14064,29,5,1353.74,3,Loyal Customers
14066,266,1,152.55,0,Lost Customers
14067,63,2,374.7,0,Lost Customers
14068,320,1,265.85,0,Lost Customers
14071,3,8,1438.82,2,Champions
14073,32,1,151.04,0,Lost Customers
14075,4,3,942.26,1,New Customers
14076,129,1,122.47,0,Lost Customers
14077,40,5,499.42,3,Loyal Customers
14078,101,6,1049.37,3,Loyal Customers
14079,124,1,375.1,0,Lost Customers
14080,32,1,45.6,0,Lost Customers
14081,302,2,934.52,0,Lost Customers
14082,364,1,182.25,0,Lost Customers
14083,4,9,1018.43,2,Champions
14085,2,18,4448.54,2,Champions
14087,2,1,194.42,1,New Customers
14088,10,13,50491.81,2,Champions
14089,56,1,161.0,0,Lost Customers
14090,324,1,76.32,0,Lost Customers
14092,7,14,4076.91,2,Champions
14093,12,1,442.85,1,New Customers
14096,4,17,65164.79,2,Champions
14098,36,1,147.35,0,Lost Customers
14099,16,11,3104.17,2,Champions
14100,137,1,194.9,0,Lost Customers
14101,73,6,5976.79,3,Loyal Customers
14102,5,5,1360.28,2,Champions
14104,154,2,216.21,0,Lost Customers
14105,239,1,1266.23,0,Lost Customers
14107,51,7,2703.23,3,Loyal Customers
14108,30,2,597.91,1,New Customers
14109,72,1,144.2,0,Lost Customers
14110,3,12,5683.15,2,Champions
14111,14,4,692.85,1,New Customers
14112,22,7,2915.15,2,Champions
14113,3,4,1840.42,2,Champions
14114,273,2,386.53,0,Lost Customers
14116,19,5,1382.74,3,Loyal Customers
14117,143,1,90.0,0,Lost Customers
14121,3,4,2780.15,2,Champions
14124,84,1,419.58,0,Lost Customers
14125,10,3,2740.43,3,Loyal Customers
14126,7,3,706.13,1,New Customers
14127,122,3,709.71,3,Loyal Customers
14128,60,2,637.5,3,Loyal Customers
14129,1,5,1123.86,2,Champions
14130,319,1,483.86,0,Lost Customers
14132,2,11,3586.03,2,Champions
14133,129,3,605.64,3,Loyal Customers
14135,1,15,4690.31,2,Champions
14138,1,2,982.38,1,New Customers
14139,46,1,415.82,0,Lost Customers
14140,3,2,935.05,1,New Customers
14141,2,4,915.13,1,New Customers
14142,373,1,311.81,0,Lost Customers
14143,133,1,115.8,0,Lost Customers
14145,46,4,3742.2,3,Loyal Customers
14146,8,5,4191.0,2,Champions
14147,78,2,483.4,0,Lost Customers
14148,233,1,157.2,0,Lost Customers
14149,220,1,446.62,0,Lost Customers
14150,35,2,658.64,1,New Customers
14152,75,2,621.29,0,Lost Customers
14154,239,2,1345.62,3,Loyal Customers
14155,266,1,118.75,0,Lost Customers
14156,9,55,117379.63,2,Champions
14157,19,2,432.88,1,New Customers
14158,40,1,507.66,1,New Customers
14159,19,11,4693.01,2,Champions
14161,215,3,1110.52,3,Loyal Customers
14162,173,2,289.36,0,Lost Customers
14163,87,4,2445.91,3,Loyal Customers
14164,70,2,1631.77,3,Loyal Customers
14165,275,1,122.54,0,Lost Customers
14167,39,4,574.84,3,Loyal Customers
14171,98,1,363.79,0,Lost Customers
14173,10,4,450.84,1,New Customers
14174,33,1,134.46,0,Lost Customers
14175,59,3,3222.3,3,Loyal Customers
14176,297,4,576.9,0,Lost Customers
14177,86,4,559.41,3,Loyal Customers
14178,8,7,1620.93,2,Champions
14179,40,2,719.78,1,New Customers
14180,10,25,4748.52,2,Champions
14184,66,1,452.89,0,Lost Customers
14185,331,1,197.65,0,Lost Customers
14188,30,6,2054.36,3,Loyal Customers
14189,2,15,4654.08,2,Champions
14191,1,13,4684.76,2,Champions
14193,67,2,853.39,3,Loyal Customers
14194,4,21,11349.52,2,Champions
14195,201,2,1012.0,0,Lost Customers
14196,106,1,335.52,0,Lost Customers
14198,18,4,701.4,1,New Customers
14199,218,1,185.4,0,Lost Customers
14201,60,7,747.44,3,Loyal Customers
14204,2,1,161.03,1,New Customers
14205,16,2,466.7,1,New Customers
14206,239,1,328.16,0,Lost Customers
14208,94,1,151.74,0,Lost Customers
14209,10,6,2073.43,2,Champions
14210,105,6,1905.84,3,Loyal Customers
14211,53,9,2241.1,3,Loyal Customers
14212,89,1,1070.48,0,Lost Customers
14214,30,5,1004.38,3,Loyal Customers
14215,11,6,1789.72,2,Champions
14216,3,4,1839.3,2,Champions
14217,1,17,2004.98,2,Champions
14218,42,1,169.48,0,Lost Customers
14219,4,1,89.94,1,New Customers
14220,247,2,632.4,0,Lost Customers
14221,42,9,3432.8,2,Champions
14222,177,1,683.17,0,Lost Customers
14223,92,3,991.13,3,Loyal Customers
14224,110,4,1050.12,3,Loyal Customers
14226,28,5,2232.19,3,Loyal Customers
14227,26,10,3350.96,2,Champions
14229,51,3,1547.2,3,Loyal Customers
14231,183,3,925.71,3,Loyal Customers
14232,42,5,2048.07,3,Loyal Customers
14233,49,4,1462.72,3,Loyal Customers
14234,22,4,775.46,3,Loyal Customers
14235,75,5,3144.86,3,Loyal Customers
14236,80,2,490.86,0,Lost Customers
14237,373,1,161.0,0,Lost Customers
14238,326,1,146.85,0,Lost Customers
14239,43,11,2380.85,2,Champions
14240,30,2,890.34,1,New Customers
14241,183,1,213.7,0,Lost Customers
14242,234,2,280.55,0,Lost Customers
14243,8,10,2588.77,2,Champions
14245,219,2,1693.45,3,Loyal Customers
14246,110,3,1474.06,3,Loyal Customers
14247,278,1,136.77,0,Lost Customers
14248,318,1,302.58,0,Lost Customers
14250,7,3,1904.05,1,New Customers
14251,1,5,2879.7,2,Champions
14256,260,2,969.06,0,Lost Customers
14257,64,5,3099.72,3,Loyal Customers
